company_id,company_name,trade_name,industry,sector,categories,company_status,company_type,headquarters,address,postal_code,city,country,state,continent,foundation_year,registration_date,website,rank,market_cap_or_valuation,number_of_employees,ceo,founder,assets,profit_or_net_income,revenue,total_funding_raised,share_price,change_1_day,change_1_year,debts,phone,sic_code,emtak_code,nace_code,facebook,twitter,pinterest,instagram,investors,region,notes_or_description,normalized_name,modified,normalized_country,city_translate
a62f96fe09a94255a21ff5dd59b9088f |  | c82d506e7a9347c79f3c2c6ad40d841d,samsung electro-mechanics,,,," | ['Electronics'] | ['Technology', 'Electronics', 'Technology Hardware and Instruments', 'Capital Goods']",,,,,,,"korea, republic of",,eastern asia | ,0,, | http://www.samsungsem.com/," | 1,487 | 1592", | $9.08 b | $10.21 b," | 34,212", | chang duckhyun,," | $8.36 b | 8,091 million usd",726 million usd |  | $779.3 m,"7,875 million usd |  | $8.45 b",, | $56.42, | -0.14%, | -30.93%," | 2,623 million usd",,,,,,,,,,,,samsung electro-mechanics,True,"korea, republic of",
f6ed8659063947cd9c5158d3cdd96a42 | bdd989db4d7240739ddfa8a407ecf515,samsung heavy,,,," | ['Industries', 'Aerospace and Defense']",,,,,,,"korea, republic of",,eastern asia | ,0,,http://www.samsungshi.com | ,"3,748 | 3205", | $2.94 b," | 10,008",,," | 9,080 million usd"," | -1,081 million usd"," | 4,953 million usd",, | $145.08, | 0.28%, | -25.75%," | 6,015 million usd",,,,,,,,,,,,samsung heavy,True,"korea, republic of",
 | d44cf5171ab04d5e847d8274e0551f2b | 9dddab0a4f92491285fa47808f8dcae9,samsung life insurance,,,," | ['Insurance'] | ['Financial Services', 'Insurance']",,,,,,,"korea, republic of",, | eastern asia,0,, | http://www.samsunglife.com/," | 1,909 | 1484", | $10.31 b | $9.59 b," | 5,273",,," | $287.06 b | 277,850 million usd"," | 1,196 million usd | $1.28 b"," | $25.44 b | 24,024 million usd",, | $57.47, | -1.25%, | 5.10%," | 247,080 million usd",,,,,,,,,,,,samsung life insurance,True,"korea, republic of",
 | d1baeaedfb8542049b8339d9cc1d3420 | 4cbea99e8b8c4282bb095a4a2a5c705e,samsung sdi,,,," | ['Technology', 'Electronics', 'Batteries', 'Capital Goods'] | ['Electricity', 'Batteries']",,,,,,,"korea, republic of",, | eastern asia,0,, | http://www.samsungsdi.com, | 484 | 591, | $32.16 b | $35.60 b," | 11,107", | jun young-hyun,," | $21.73 b | 21,183 million usd", | $1.02 b | 959 million usd," | 11,114 million usd | $11.84 b",, | $255.03, | -3.36%, | -11.05%," | 9,126 million usd",,,,,,,,,,,,samsung sdi,True,"korea, republic of",
 | 282532dfbdfe4d279771f34a88834d6f,samsung sds,,,," | ['Technology', 'Software and IT', 'Software Products']",,,,,,,"korea, republic of",, | eastern asia,0,, | https://www.samsungsds.com," | 1,905", | $8.71 b," | 12,501",,,"$8.85 b | 8,560 million usd",497 million usd | $533.7 m,"$11.9 b | 11,093 million usd",,,,," | 2,677 million usd",,,,,,,,,,,,samsung sds,True,"korea, republic of",
 | 949c550d4028415cb2902a1974c07bfd,samsung securities,,,," | ['Financial Services', 'Stock Markets, Trading, Capital Markets', 'Asset Management', 'Investments', 'Wealth Management', 'Trading']",,,,,,,"korea, republic of",, | eastern asia,0,, | http://www.samsungsecurities.com/," | 4,612",$2.88 b | ,,,,"$55.27 b | 319,110 million usd",722 million usd | $843 m,"$2.09 b | 1,679 million usd",,,,," | 91,047 million usd",,,,,,,,,,,,samsung securities,True,"korea, republic of",
,samy road,,advertising,,,,,,,,,spain,,,2012,,https://samy.com/es/ | https://samyroad.com/,,,118 | 35,,,,,"6.58 | 19,458,114",,,,,,,,,,,,,,,,,samy road,True,spain,
d06097b135d54af29de4922dd51f6201 | c9357d91558a48d6b8d7ff385fd76f29,sana biotechnology,,,,"['Healthcare', 'Biotechnology'] | ['Pharmaceuticals', 'Biotech']",,,,,,,united states, | washington, | northern america,0,, | https://sana.com/,"5,595 | 4858", | $0.86 b, | 383,,," | 1,129 million usd", | -355 million usd, | 0 million usd,, | $4.54, | 8.61%, | -47.39%, | 400 million usd,,,,,,,,,,,,sana biotechnology,True,united states,
83 | 3231,sandmani grupi,,,,,,,,laki poik 6,12918,tallinn,estonia,estonia,,0,,https://www.info-clipper.com/en/company/estonia/sandmani-grupi-as.eed898jkc.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,sandmani grupi,False,estonia,tallinn
a2df62d72be24a86976cec3ce5732458 | 4a1e9d0b037b497789a01dc14d94ded6,sandstorm gold,,,,"['Mining', 'Gold mining'] | ['Basic Materials', 'Gold Mining', 'Mining']",,,,,,,canada, | vancouver, | northern america,0,, | https://www.sandstormgold.com/,"9,000 | 3915", | $1.80 b, | 23,,, | 477 million usd, | 21 million usd, | 88 million usd,,$6.05 | , | 2.72%,-1.14% | , | 22 million usd,,,,,,,,,,,,sandstorm gold,True,canada,
 | 56edebc0811b47a58b100c76d065991c | 00bc33887d5a4240afaad23df884ef1f,sandvik,,,," | ['Engineering', 'Machinery manufacturing', 'Manufacturing'] | ['Industries', 'Engineering Products', 'Machinery Manufacturing', 'Metal Products Manufacturing', 'Technology', 'Manufacturing', 'Industry Machinery']",,,,,,,sweden, | stockholm, | northern europe,0,, | http://home.sandvik/, | 588 | 732, | $26.55 b | $23.53 b," | 37,125", | stefan widing,,"16,329 million usd |  | $17.86 b","$1.76 b |  | 1,518 million usd","$11.61 b |  | 10,406 million usd",, | $18.76, | 0.00%, | -26.14%," | 8,223 million usd",,,,,,,,,,,,sandvik,True,sweden,
645f051f2f85424d8d88a2929cc4e7fb | 6f0d7e19dac5419aae0bc8cb6e45d3d5,sangamo therapeutics,,,,"['Pharmaceuticals'] | ['Healthcare', 'Biotechnology', 'Technology', 'HealthCare Products']",,,,,,,united states, | california, | northern america,0,, | https://www.sangamo.com/,"9,479 | 5314", | $0.56 b, | 431,,, | 721 million usd, | -178 million usd, | 110 million usd,, | $3.44, | 2.69%, | -39.44%, | 346 million usd,,,,,,,,,,,,sangamo therapeutics,True,united states,
,sanitar leitermann,,construction,,,,,,,,,germany,,,2006,,https://sanitaer-leitermann.de/ | http://www.sanitaer-leitermann.de,,,23 | 26,,,,,"18,569,350 | 14.42",,,,,,,,,,,,,,,,,sanitar leitermann,True,germany,
 | 950aa9c2775b47a887692bcc19c9d0da,sanlam,,,," | ['Financial Services', 'Insurance']",,,,,,,south africa,, | southern africa,0,, | https://www.sanlam.co.za," | 2,235", | $9.09 b," | 20,920",,,"$64.88 b | 72,243 million usd",648 million usd | $640.5 m,"$14.42 b | 13,690 million usd",,,,," | 67,497 million usd",,,,,,,,,,,,sanlam,True,south africa,
e35046ef23e14ca0b17a6a437d296b3f | 82ccf87fe07548f29336425b0fc4b2a2,sanmina,,,,"['Technology', 'Electronics', 'Electrical Products', 'Capital Goods'] | ['Manufacturing', 'Electronics', 'Tech', 'Tech Hardware']",,,,,,,united states, | california, | northern america,0,, | https://www.sanmina.com/,"2944 | 5,319", | $3.47 b," | 35,000",,," | 4,206 million usd", | 269 million usd," | 6,756 million usd",, | $60.59, | 1.56%, | 62.18%," | 2,328 million usd",,,,,,,,,,,,sanmina,True,united states,
 | 744b48771fd041b7a117c4de1cbfad7f | 236aec6522d245e1b730089dd9e1fb57,sanofi,,,," | ['Healthcare', 'Pharmaceutical', 'HealthCare Products'] | ['CAC 40', 'Pharmaceuticals', 'Biotech']",,,,,,,france, | paris, | western europe,0,, | https://www.sanofi.com/en/, | 117 | 116, | $114.09 b | $136.86 b," | 95,442", | paul hudson," | ['Jean-Francois Dehecq', 'Jean-Rene Sautier']"," | 132,510 million usd | $136.74 b"," | 6,858 million usd | $7.36 b"," | 43,171 million usd | $44.63 b",, | $45.01, | -1.87%, | -5.62%," | 56,820 million usd",,,,,,,,,,,,sanofi,True,france,
22bb074e8fbc43e584b50bcc190b385f | cc78d462ecc1499d9f55e95f8b3612fa,sanofi india,,,,"['Pharmaceuticals'] | ['Healthcare', 'HealthCare Products', 'Pharmaceutical']",,,,,,,india,, | southern asia,0,, | http://www.sanofiindialtd.com/,"5,700 | 4062", | $1.60 b," | 3,426",,, | 383 million usd, | 118 million usd, | 366 million usd,, | $69.87, | -0.23%, | -28.97%, | 105 million usd,,,,,,,,,,,,sanofi india,True,india,
519 | 3665,santa monica networks,,,,,,,,lootsa tn 8,11415,tallinn,estonia,estonia,,0,,https://www.info-clipper.com/en/company/estonia/santa-monica-networks-as.eed8uixdu.html,,,,,,,,,,,,,,,,,,,,,,,,single address,santa monica networks,False,estonia,tallinn
2eb8c9439cf1476b8291e0f2cf9b2e16 | b4ee2b670eb541acb752ea5cbf1c16a5,santam,,,,"['Insurance', 'Financial services'] | ['Financial Services', 'Insurance']",,,,,,,south africa,, | southern africa,0,, | https://www.santam.co.za/,"3990 | 6,396", | $1.70 b,,,," | 3,902 million usd", | 163 million usd," | 1,831 million usd",, | $15.46, | 0.53%, | -1.59%," | 3,184 million usd",,,,,,,,,,,,santam,True,south africa,
 | 4e15f6627caa4678a88b6b1ee2d1c40b,santander,,,," | ['Banks', 'Financial services']",,,,,,,spain,,,0,,, | 316,$58.21 b | $49.93 b,,,," | $1,814.78 b", | $9.6 b, | $78.22 b,, | $2.95, | 0.34%, | -6.94%,,,,,,,,,,,,,santander,True,spain,
502072b9b7c14565add65792f874e025 | 8b33c8549a204d35832f8ac54183501d,santen pharmaceutical,,,,"['Healthcare', 'Pharmaceutical', 'HealthCare Products'] | ['Pharmaceuticals']",,,,,,,japan,, | eastern asia,0,, | https://www.santen.com/,"3,341 | 3133", | $3.08 b," | 4,108",,," | 3,356 million usd", | 199 million usd," | 1,943 million usd",, | $7.94, | 0.59%, | -29.80%, | 898 million usd,,,,,,,,,,,,santen pharmaceutical,True,japan,
,santeria,,travel & leisure,,,,,,,,,italy,,,2010,,https://www.santeria.milano.it/ | https://www.santeria.milano.it,,,58 | 74,,,,,3.09 | 2.7,,,,,,,,,,,,,,,,,santeria,True,italy,
 | 405703b720f64cc1abf6a3e8135d34ea,santos,,,," | ['Energy', 'Oil and Gas', 'Petroleum', 'Natural Gas Generation']",,,,,,,australia, | adelaide," | australia, new zealand",0,, | https://www.santos.com/," | 1,233", | $19.97 b,"2,178 | ", | kevin gallagher,,"30,009 million usd | $31.12 b",$656.3 m | 658 million usd,"4,837 million usd | $4.82 b",,,,," | 16,399 million usd",,,,,,,,,,,,santos,True,australia,
 | a630b8b0facf4f1eb9a2e07cd53185c6 | dfc761878ba641b784327c05dcdf4ede,sany heavy industry,,,," | ['Industries', 'Machinery Manufacturing', 'Manufacturing', 'Heavy Machinery']",,,,,,,china,, | eastern asia,0,, | https://www.sanyglobal.com/, | 884 | 631, | $18.99 b | $21.93 b," | 24,586",,," | $21.14 b | 20,163 million usd"," | $2.39 b | 1,751 million usd"," | 15,552 million usd | $17.59 b",, | $2.24, | -1.38%, | -36.18%," | 10,690 million usd",,,,,,,,,,,,sany heavy industry,True,china,
 | 3d07f0b027e149cab13b207ee534f730,sap,,,," | ['Tech', 'Software', 'DAX']",,,,,,,germany,,,0,,, | 89,$133.26 b | $124.02 b,,,, | $80.93 b, | $5.64 b, | $33.18 b,, | $112.03, | 0.02%, | -13.94%,,,,,,,,,,,,,sap,True,germany,
5c639e3122a24651a64235b1ac4a5e20 | f2208405fc694db9b5b199b77bcc81a7,sappi,,,,"['Pulp and paper'] | ['Basic Materials', 'Paper and Pulp']",,,,,,,south africa,, | southern africa,0,, | https://www.sappi.com/,"3971 | 7,114", | $1.72 b,,,," | 6,186 million usd", | 13 million usd," | 5,265 million usd",, | $3.01, | -1.26%,20.88% | ," | 4,216 million usd",,,,,,,,,,,,sappi,True,south africa,
 | bc00e44989ff40d7838ae84dccbabdf5 | 5aaef8ab60ad417b9cdd08d79d3aa967,saputo,,,," | ['Food', 'Dairy companies'] | ['Consumer Defensive', 'Food Products', 'Dairy Products', 'FMCG', 'Package Foods', 'Food and Beverage', 'Beverages', 'Non-Alcoholic Beverages']",,,,,,,canada, | montreal, | northern america,0,, | http://www.saputo.com/en,"1410 |  | 1,954", | $10.93 b | $10.04 b," | 16,800",,," | 10,522 million usd | $10.82 b", | $271.3 m | 211 million usd," | $11.58 b | 11,561 million usd",, | $26.11, | -2.94%,21.22% | ," | 5,520 million usd",,,,,,,,,,,,saputo,True,canada,
 | 2f6a3f3f29b5424ba21b351ad737f633,sartorius,,,," | ['Scientific & Technical Instruments', 'DAX']",,,,,,,germany,,,0,,,687 | ,$27.54 b | $25.35 b,,,, | $6.6 b, | $514.3 m, | $4.28 b,,$346.99 | , | 0.92%, | -38.07%,,,,,,,,,,,,,sartorius,True,germany,
 | b7f0fc85b566458fb1d3de273ea7ae2f,sasol,,,," | ['Energy', 'Chemicals', 'Oil and Gas', 'Mining', 'Coal Mining', 'Fertilizers', 'Natural Gas Generation', 'Oil Refining']",,,,,,,south africa,, | southern africa,0,, | https://www.sasol.com/," | 1,784", | $15.28 b," | 28,949",,,"$24.7 b | 21,473 million usd",538 million usd | $643.6 m,"$15.54 b | 12,018 million usd",,,,," | 12,397 million usd",,,,,,,,,,,,sasol,True,south africa,
,sassi editore,,media,,,,,,,,,italy,,,2006,,https://www.sassijunior.com/ | https://www.sassijunior.com,,,16 | 10,,,,,5.64 | 4.9,,,,,,,,,,,,,,,,,sassi editore,True,italy,
,satellite office,,support services,,,,,,,,,australia,,,2013,,https://www.satelliteoffice.com.au/,,,579 | 623,,,,,17.93 | 15.49,,,,,,,,,,,,,,,,,satellite office,True,australia,
6823eb09d17449ff850c0372963e8319 | e246b79676f94a2eb3df4595cd0594ca,sats,,,,"['Industries', 'Business Services', 'Food Service', 'Airports Operating'] | ['Food']",,,,,,,singapore,, | south east asia,0,, | https://www.sats.com.sg/,"3472 | 4,593", | $2.49 b," | 17,155",,," | 2,365 million usd", | 14 million usd, | 845 million usd,,$2.22 | , | 0.00%, | -25.00%," | 1,047 million usd",,,,,,,,,,,,sats,True,singapore,
3889 | 1960,saucony,hyde athletic industries,,,,,,,500 totten pond rd ste 1,24511927 | 024511927,waltham,united states,massachusetts(ma),,0,,https://www.info-clipper.com/en/company/united-states/saucony-inc.usdmdpp.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,saucony,False,united states,waltham
 | 15059ddb23254f9bb98b587097e811bd,saudi arabian oil (saudi aramco),,,," | ['Energy', 'Oil and Gas', 'Chemicals', 'Oil Refining', 'Oil and Gas Pipeline Transport', 'Integrated Oil and Gas Companies']",,,,,,,saudi arabia, | dhahran,western asia | ,0,, | https://www.saudiaramco.com/, | 3," | $2,292.08 b"," | 79,800", | amin h. al-nasser,,"$576.04 b | 576,700 million usd","$105.36 b | 105,380 million usd","$400.38 b | 400,460 million usd",,,,," | 279,840 million usd",,,,,,,,,,,,saudi arabian oil (saudi aramco),True,saudi arabia,
 | 4d91b71b11084a979c63a7ce6f130007,saudi british bank,,,," | ['Financial Services', 'Banking Services']",,,,,,,saudi arabia,, | western asia,0,, | https://www.sabb.com," | 1,094", | $24.3 b," | 5,288", | tony cripps,,"72,639 million usd | $72.55 b",$854.4 m | 854 million usd,"2,118 million usd | $2.38 b",,,,," | 58,498 million usd",,,,,,,,,,,,saudi british bank,True,saudi arabia,
 | 444fa63f58c04df6bc87cf218d21855a | 87cbef73c8004f6ba8f247f8948a62d7,saudi electricity,,,," | ['Utilities', 'Energy', 'Electricity Generation', 'Power Generation', 'Electric Utilities'] | ['Electricity', 'Energy']",,,,,,,saudi arabia,,western asia | ,0,, | https://www.se.com.sa, | 653 | 774, | $26.94 b | $29.83 b," | 37,769",fahad bin hussein al-sudairi | ,,"126,630 million usd | $127.39 b | "," | $2.31 b | 3,876 million usd","18,490 million usd |  | $18.49 b",, | $6.47, | -1.78%, | 2.54%," | 59,534 million usd",,,,,,,,,,,,saudi electricity,True,saudi arabia,
 | ce721a7c8f494af6a5bf2b475150a602,saudi telecom,,,, | ['Telecommunication'],,,,,,,saudi arabia,,,0,,, | 318,$49.83 b | $60.71 b,,,, | $31.8 b, | $3.02 b, | $16.91 b,, | $9.98, | -2.47%, | -66.55%,,,,,,,,,,,,,saudi telecom,True,saudi arabia,
2c370296463f4a60abf8d0e7b579cead | 7e274e158548443780ca7b60142437fc,saul centers,,,,"['REITs', 'Real estate', 'Investment'] | ['Real Estate', 'Consumer Services', 'Retail', 'Property Investments', 'Commercial Properties']",,,,,,,united states, | maryland, | northern america,0,, | http://www.saulcenters.com,"6,760 | 4300", | $1.35 b,,,," | 1,746 million usd", | 37 million usd, | 239 million usd,, | $41.56, | 1.96%, | -15.90%," | 1,216 million usd",,,,,,,,,,,,saul centers,True,united states,
5064d2db2c2c45e9b5d5b21da81f6c07 | 4245300bf9c842c1b04d2100f03c0f32,savills,,,,real estate | ['Real estate'],,,,,,,united kingdom,, | northern europe,0,, | https://www.savills.com/,"5,264 | 4010", | $1.67 b,,,, | 0 million usd, | 0 million usd, | 0 million usd,, | $11.48, | 1.79%, | -40.76%, | 0 million usd,,,,,,,,,,,,savills,True,united kingdom,
878 | 3704,saviola,,,,,,,,viale lombardia 29,46019,viadana,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/saviola-holding-srl.itd74j5uv.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,saviola,False,italy,viadana
7148c88d4d4548b9b2e15e89c8eeca74 | d79d70e2e2e34350a63e258eb82529a2,savola,,,,"['Consumer Defensive', 'Food Products', 'Retail', 'Packaging Materials', 'Sugar', 'FMCG', 'Package Foods'] | ['Investment', 'Food']",,,,,,,saudi arabia,,western asia | ,0,, | https://www.savola.com/,"3,527 | 2695", | $4.14 b," | 26,000",,," | 7,612 million usd",59 million usd | ," | 6,578 million usd",, | $7.78, | 2.10%, | -13.94%," | 5,188 million usd",,,,,,,,,,,,savola,True,saudi arabia,
4648 | 1832,sb investment advisers (uk),,,,,,,,69 grosvenor street,w1k 3jp,london,united kingdom,united kingdom,,0,,https://www.info-clipper.com/en/company/united-kingdom/sb-investment-advisers-limited.gbd3ob7q9.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,sb investment advisers (uk),False,united kingdom,london
 | 2e226bcc961242ccafdd10b878d219ca | b25f018fc29844de8d4fc4a8e13bc98d,sba communications,,,," | ['Real Estate', 'Cell Towers Infrastructure', 'Infrastructure', 'Telecom', 'Real Estate', 'Consumer Services', 'Property Investments'] | ['Real estate', 'Investment', 'REITs', 'Telecommunication', 'Infrastructure']",,,,,,,united states, | florida, | northern america,0,, | https://www.sbasite.com/, | 544 | 542, | $39.57 b | $31.87 b," | 1,596", | jeffrey stoops,," | $9.8 b | 9,801 million usd", | 237 million usd | $237.6 m," | $2.31 b | 2,308 million usd",, | $295.25, | -1.98%, | -15.17%," | 15,067 million usd",,,,,,,,,,,,sba communications,True,united states,
 | 1902879d8feb4c5a97ff4e163e724871,sberbank,,,," | ['Banks', 'Financial services']",,,,,,,russia,,,0,,, | 354,$33.98 b | $46.99 b,,,, | $548.83 b, | $16.97 b, | $57.37 b,, | $2.09, | 0.16%, | -52.39%,,,,,,,,,,,,,sberbank,True,russia,
1268 | 4133,sbg in forma abbreviato sbg,,,,,,,,piazza sisto rosa badalocchio 5/a,43126,parma,italy,italy,,0,,https://www.info-clipper.com/en/company/italy/sbg-holding-spa-in-forma-abbreviato-sbg-holding-spa.itd99lbbu.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,sbg in forma abbreviato sbg,False,italy,parma
 | d1a7f0ab4fac4818a991d1866cbce5b4,sbi,,,," | ['Financial Services', 'Asset Management']",,,,,,,japan,,eastern asia | ,0,, | http://www.sbigroup.co.jp/," | 2,652", | $5.49 b," | 5,391",,,"$152.48 b | 130,160 million usd","2,677 million usd | $3.55 b","5,572 million usd | $5.58 b",,,,," | 118,610 million usd",,,,,,,,,,,,sbi,True,japan,
3157 | 545,sbm life science,,,,,,,,hyerprion house fordham road,cb8 7xn,newmarket,united kingdom,united kingdom,,0,,https://www.info-clipper.com/en/company/united-kingdom/sbm-life-science-ltd.gbd3o2xts.html,,,,,,,,,,,,,,,,,,,,,,,,single address,sbm life science,False,united kingdom,newmarket
,scalable capital,,fintech,,,,,,,, | munich,germany,,,2014, | 6/8/2021, | https://de.scalable.capital,, | $1.4b,115 | ,,,,," | 7,065,436", | $314.28m,,,,,,,,,,,,," | blackrock, tengelmann ventures, holtzbrinck ventures",, | series e,scalable capital,False | True,germany, | munich
 | 042b3fbb9f734b40852a7ff50019366a,scale ai,, | artificial intelligence,," | ['Artificial Intelligence', 'Technology', 'Software and IT']",,,,,,san francisco | ,united states,, | northern america,0, | 8/5/2019, | https://scale.com/," | 7,693", | $7.3b,,,,,,,,,,,,,,,,,,,," | accel, y combinator, index ventures",, | other investors,scale ai,False | True,united states,san francisco | 
,scalia,,retail,,,,,,,,,italy,,,1996,,https://www.scaliagroup.com | https://www.scaliagroup.com/,,,25 | 24,,,,,2.6 | 3.16,,,,,,,,,,,,,,,,,scalia,True,italy,
3382 | 235,scan shipping,,,,,,,,kopli tn 19,10412,tallinn,estonia,estonia,,0,,https://www.info-clipper.com/en/company/estonia/scan-shipping-ou.eed5yc4c6.html,,,,,,,,,,,,,,,,,,,,,,,,single address,scan shipping,False,estonia,tallinn
